id,mode,input_text,surface_meaning,hidden_meaning,emotion_label,emotion_intensity,translation,advice_style1,advice_text1,advice_style2,advice_text2,advice_style3,advice_text3,advice_style4,advice_text4,confidence,risk_flags,context_keywords
117,여자어,그냥 됐어,끝낸다는 표현,사실은 관심 유도,분노,4,달래줘,직접행동형,그냥 됐어=끝이 아니라 시작이야,공감접근형,마음 풀어주길 원해,유머완화형,됐어=됐다고? 안 됐어!,위로표현형,내 마음 어루만져줘,91,감정숨김,갈등상황
118,여자어,아무 문제 없어,문제없음 표현,사실은 문제 있음,불안,4,문제 알아줘,직접행동형,문제없다=문제있다,공감접근형,내 속마음 확인해줘,유머완화형,문제없어=문제 많아!,위로표현형,마음 불편해,90,감정숨김,갈등상황
119,여자어,그냥 신경쓰지마,무관심 표현,사실은 관심 갈구,외로움,3,신경써줘,직접행동형,신경쓰지마=더 써줘,공감접근형,작은 관심도 좋아,유머완화형,신경쓰지마=신경 많이 써줘!,위로표현형,내 얘기 들어줘,88,관심요구,갈등상황
120,여자어,정말 괜찮아,강조된 괜찮음,사실은 매우 속상,분노,5,괜찮지 않아,직접행동형,정말 괜찮아=정말 아니다,공감접근형,내 속마음 들어줘,유머완화형,정말 괜찮아=진짜 아니야!,위로표현형,위로가 필요해,95,감정폭발,강한갈등
121,여자어,별로야,마음에 안 든다는 표현,실제로는 불만,아쉬움,3,다른 걸 원해,직접행동형,별로야=마음에 안 들어,공감접근형,내 취향을 존중해줘,유머완화형,별로=별로 아닌데 별로!,위로표현형,더 나은 게 좋아,85,감정표현,선택상황
122,여자어,상관없다니까,무관심 강조,실제로는 서운함,서운함,3,존중해줘,직접행동형,상관없다=내 맘 물어봐달란 뜻,공감접근형,나도 신경써줘,유머완화형,상관없다=상관 많아!,위로표현형,내 의견 중요해,87,배려기대,선택상황
123,여자어,나 머리 묶은 게 나아? 푼 게 나아?,머리 스타일 선호를 묻는 질문,칭찬/확인 욕구 (선택요구),호감,3,내가 예뻐 보이는지 확인받고 싶어,관심표현형,둘 다 예쁜데 오늘은 묶은 게 상큼해 보여 😊 특별한 날이야?,위로·공감형,너는 어떤 스타일이든 잘 어울려. 네가 편한 걸로 하는 게 최고야,재치있는 응답형,위험한 질문이네 😂 둘 다 예쁘지만 오늘 기분은 어때? 기분에 맞춰 정하자!,구체적행동형,묶으면 목선이 예쁘게 보이고 풀면 부드러워 보여. 오늘 입은 옷이랑 맞춰볼까?,87,없음,외모확인
124,여자어,이 옷 어때?,옷에 대한 의견 요청,외모 칭찬과 관심 갈구 (확인요구),기대,4,예쁘다고 말해줘,관심표현형,완전 예뻐! 색깔이 너한테 잘 어울려 ✨ 어디서 샀어?,재치있는 응답형,어디 가는데? 옷발 받네 😍 오늘은 특별한 날이야?,위로·공감형,너 센스 좋은 거 알잖아~ 이 옷 정말 너한테 딱이야!,구체적행동형,이 색깔이 너 피부톤이랑 완전 어울려. 다음에 같이 쇼핑할까?,89,없음,옷차림
125,여자어,살 좀 쪘나?,체중 증가에 대한 질문,위로와 부정적 답변 기대 (안전확인),불안,4,아니라고 말해줘,위로·공감형,전혀! 건강해 보여서 좋은데?,재치있는 응답형,어디가? 나는 못 보겠는데 👀,관심표현형,너 원래 몸매 좋잖아 뭔 소리야,,,92,없음,체중걱정
126,여자어,그냥 들어줘. 답 안 해도 돼,답을 요구하지 않음,조언보다 공감 원함 (공감요구),답답함,4,해결책 말고 내 감정을 먼저 들어줘,위로·공감형,그랬구나 오늘은 네 얘기만 들을게,관심표현형,지금 뭐가 제일 마음에 남았어? 천천히 말해줘,재치있는 응답형,오케이 상담모드 ON. 말할 때까지 조용히 듣기 🤫,,,88,조언금지,감정토로
127,여자어,오늘 진짜 힘들었어,하루가 힘들었다는 표현,위로와 공감 필요 (감정지지),피곤함,4,나를 다독여줘,위로·공감형,많이 힘들었구나 고생했어 😞,관심표현형,뭐가 제일 힘들었어? 말하고 싶으면 말해,재치있는 응답형,내가 맛있는 거라도 사줄까? 🍕,,,85,없음,힘든하루
128,여자어,괜찮아 별로 안 슬퍼,괜찮다고 말함,실제로는 슬픔 (역설표현),슬픔,4,많이 슬픈데 티 안 내려고 해,위로·공감형,힘들면 괜찮지 않아도 돼. 내가 있잖아,관심표현형,진짜 괜찮아? 무리하지 말고 말해줘,재치있는 응답형,별로 안 슬프다니까 왜 목소리가... 🥺,,,91,감정숨김,슬픔숨김
129,여자어,요즘 나한테 관심 없는 것 같아,관심 부족에 대한 지적,애정 확인과 관심 요구 (관심갈구),서운함,4,나에게 더 관심 가져줘,관심표현형,미안해 바빠서 그랬어. 너한테 관심 많아,위로·공감형,그렇게 느꼈구나. 앞으로 더 신경 쓸게,재치있는 응답형,관심 없긴! 너 생각 안 하는 날이 어딨어 😤,,,88,없음,관심요구
130,여자어,나 없어도 잘 지낼 것 같아,독립성에 대한 언급,필요성 확인 요구 (존재확인),불안,5,내가 너에게 필요하다고 말해줘,위로·공감형,말도 안 돼 너 없으면 진짜 안 되는데,관심표현형,왜 이런 생각해? 너 때문에 내가 웃잖아,재치있는 응답형,잘 지내긴 무슨! 너 없으면 밥도 맛없어 😭,,,90,자존감저하,존재가치
131,여자어,오늘 뭐 먹지?,음식 선택에 대한 질문,선택 위임과 배려 기대 (선택위임),기대,3,네가 맛있는 걸 골라줘,관심표현형,네가 먹고 싶은 거 있어? 내가 맞춰줄게,재치있는 응답형,오늘은 내가 특별한 곳 알아봤어 😋,위로·공감형,고민 말고 둘 다 좋아하는 걸로 가자,,,82,없음,음식선택
132,여자어,아무거나 괜찮아,선택에 무관심함을 표현,배려받고 싶음 (선택기대),기대,3,내 취향 고려해서 골라줘,관심표현형,그래도 네가 좋아하는 걸로 하자,재치있는 응답형,아무거나는 없어! 내가 고르는 거 믿어? 😏,위로·공감형,알겠어 맛있는 걸로 정할게,,,84,없음,선택위임
133,여자어,재밌게 놀아~,즐겁게 놀라고 말함,연락·확인 기대 (역설표현),서운함,3,놀아도 좋지만 중간에 안부는 원해,관심표현형,놀다 생각날 때 짧게 안부 하나만 줘 😉,재치있는 응답형,12시 전에 '살아있음' 인증샷 받기? 📸,위로·공감형,알겠어! 끝나고 바로 연락할게,,,84,없음,외출허용
134,여자어,연락 안 해도 돼,연락하지 말라고 함,실제로는 연락 원함 (역설표현),서운함,4,연락해줬으면 좋겠어,관심표현형,그래도 안부는 궁금하잖아 😊,재치있는 응답형,안 해도 된다더니 왜 폰 보고 있어? 📱,위로·공감형,미안해 내가 연락 못했네. 앞으로 할게,,,87,없음,연락거부
135,여자어,바쁘지?,바쁜지 확인하는 질문,시간 내달라는 요청 (시간요청),아쉬움,3,시간 좀 내줘,관심표현형,조금 바쁘긴 한데 너랑은 시간 낼 수 있어,재치있는 응답형,너한테는 안 바빠! 뭐 하고 싶어? 😄,위로·공감형,바빠도 너 시간은 따로 있어,,,85,없음,시간확인
136,여자어,여자 친구들이랑 재밌었겠다,친구들과의 시간을 언급,질투와 서운함 표현 (질투암시),질투,4,다른 여자들보다 나를 더 생각해줘,위로·공감형,재밌긴 했지만 너 생각 많이 났어,관심표현형,너랑 있을 때가 제일 재밌는데 뭔 소리야,재치있는 응답형,질투하는 거야? 귀엽네 😏,,,89,질투표현,친구만남
137,여자어,그 사람 예쁘더라,타인의 외모에 대한 평가,자신과 비교 및 확신 요구 (비교확인),불안,4,나랑 비교해서 누가 더 예뻐?,위로·공감형,예쁘긴 하지만 너만큼은 아니야,관심표현형,내 눈에는 네가 제일 예뻐 보이는데?,재치있는 응답형,어디서 봤는데? 나는 못 봤네 👀,,,86,없음,외모비교
138,여자어,이거 살까 말까?,구매 결정에 대한 조언 요청,결정 지지와 격려 원함 (결정지지),고민,3,사라고 말해줘,관심표현형,마음에 든다면 사는 게 어때?,재치있는 응답형,고민할 정도면 이미 마음 정한 거 아니야? 😏,위로·공감형,후회 안 할 것 같으면 질러!,,,81,없음,구매결정
139,여자어,나 요리 잘하지?,요리 실력에 대한 질문,칭찬과 인정 욕구 (칭찬요구),기대,4,요리 잘한다고 칭찬해줘,관심표현형,완전 잘해! 맛있어서 깜짝 놀랐어 😋,재치있는 응답형,레스토랑 차려도 될 것 같은데? 👨‍🍳,위로·공감형,진짜 맛있어 어떻게 이렇게 잘해?,,,90,없음,칭찬요구
140,여자어,글쎄 모르겠어,확실하지 않다는 표현,부드러운 거절 (거절암시),망설임,3,별로 내키지 않아,위로·공감형,무리하지 말고 하고 싶을 때 하자,관심표현형,뭐가 걱정돼? 말해줘,재치있는 응답형,그럼 다른 거 해볼까? 🤔,,,78,거절신호,애매한거절
141,여자어,피곤해,피로감을 표현,휴식과 위로 필요 (위로요청),피곤함,4,쉬고 싶어 돌봐줘,위로·공감형,많이 힘들었구나 좀 쉬어,관심표현형,내가 마사지해줄까? 어깨 아프지?,재치있는 응답형,오늘은 내가 다 할게 넌 쉬어 😴,,,85,없음,피로표현
142,여자어,됐어 안 해,포기하겠다는 표현,화남과 서운함 표현 (화남암시),분노,4,화났어 달래줘,위로·공감형,미안해 내가 잘못했어. 화 풀어,관심표현형,뭐가 속상했어? 말해줘,재치있는 응답형,화났구나 😅 내가 어떻게 할까?,,,88,감정폭발,포기선언
143,여자어,괜찮아,문제없다고 표현,실제로는 화나고 서운함 (역설표현),분노,4,괜찮지 않아 와서 달래줘,적극대응형,괜찮지 않은 것 같은데? 내가 뭘 잘못했는지 말해줘,공감접근형,괜찮다고 하지만 표정이 안 괜찮아 보여. 옆에 있어도 될까?,직접행동형,괜찮다는 말 믿을 수 없어. 지금 바로 만나자,유머완화형,괜찮다는 여자는 괜찮지 않다는 법칙 발동! 뭐가 속상해? 😅,95,"감정숨김,관심요구",갈등상황
144,여자어,아니야 괜찮다고,강하게 괜찮다고 부정,더욱 화나고 관심받고 싶음 (강화된 역설),분노,5,전혀 괜찮지 않아! 더 신경써줘!,즉시대응형,괜찮지 않은 게 너무 티 나. 지금 당장 얘기하자,진심표현형,괜찮다고 하는데 왜 이렇게 마음이 아프지? 솔직히 말해줘,물리적접근형,말로는 괜찮다 하니까 직접 보러 갈게. 어디 있어?,끈질한관심형,괜찮다고 100번 말해도 안 믿어. 네가 웃을 때까지 계속 물어볼 거야,96,"감정폭발,즉시관심필요",강한갈등
145,여자어,괜찮아 혼자 있고 싶어,혼자 있고 싶다고 함,실제로는 와주길 바라는 마음 (반대요청),서운함,4,혼자 두지 말고 와서 위로해줘,반대실행형,혼자 있고 싶다는 말 무시하고 바로 찾아갈게,부드러운침투형,혼자 있고 싶겠지만 그래도 옆에만 있을게 말 안 걸어도 돼,지속관심형,혼자 있고 싶다니까 30분마다 안부 문자 보낼게 😊,직관적대응형,혼자 있고 싶은 사람은 이렇게 말 안 해. 뭐 먹고 싶어?,93,역설요청,혼자두기요청
146,여자어,알아서 해,스스로 해결하라는 의미,화나서 관심끌기 시도 (관심유도),분노,4,알아서 하지 말고 나한테 신경써줘,적극해결형,알아서 할 게 아니라 같이 해결하자. 뭐가 문제야?,관심집중형,알아서 하기보다는 네 의견이 궁금해. 어떻게 생각해?,화해시도형,알아서 하라니까 화난 거 같은데 내가 뭘 잘못했어?,끈질한대화형,알아서 하는 건 나중에 하고 지금은 너랑 얘기하고 싶어,89,관심요구,의사결정
147,여자어,네가 알아서 판단해,판단을 맡긴다는 표현,실제로는 자신의 의견 반영 기대 (배려요구),서운함,3,내 마음을 헤아려서 판단해줘,마음읽기형,알아서 판단하기보다는 네 마음이 궁금해. 진짜 원하는 게 뭐야?,공동결정형,혼자 판단하기 어려워. 같이 생각해보자,배려확인형,내가 판단해도 되지만 네가 원하는 방향으로 하고 싶어,솔직요청형,알아서 판단하라는 건 힌트 달라는 뜻이지? 솔직히 말해줘,85,배려기대,선택위임
148,여자어,나는 신경쓰지마,신경쓰지 말라고 함,더 신경써달라는 역설적 요청 (관심갈구),서운함,4,나한테 더 신경써줘,반대행동형,신경 안 쓸 수가 없어. 너한테 관심 많거든,지속관심형,신경 쓰지 말라고? 더 신경 쓸 거야. 뭐가 속상해?,솔직대응형,신경쓰지 말라는 사람한테 왜 더 신경 쓰이지? 무슨 일이야?,유머적접근형,신경 안 쓰기 도전 실패! 계속 생각나는데 어떡해? 😂,92,역설요청,관심거부
149,여자어,바쁘면 신경쓰지마,바쁠 때는 관심두지 말라는 배려,바빠도 신경써주길 바라는 마음 (우선순위확인),아쉬움,3,바빠도 나를 우선순위로 생각해줘,우선순위표현형,바빠도 너한테는 시간 있어. 무슨 일인지 말해줘,시간확보형,바쁜 건 핑계고 너한테 신경 안 쓸 이유는 없어,배려거절형,바쁘다고 신경 안 쓰면 안 돼. 네가 더 중요해,구체적약속형,지금 바빠도 30분 뒤에는 자유야. 그때 전화할게,88,우선순위테스트,시간배려
150,여자어,됐어 그냥 잊어,잊어버리자는 제안,잊지 말고 기억해달라는 역설적 요청 (기억요구),서운함,4,잊지 말고 계속 신경써줘,기억강조형,잊을 수 없어. 이런 건 기억해야 하는 거야,지속관심형,그냥 잊기에는 너무 중요한 일인 것 같은데?,솔직대화형,잊어버리기보다는 제대로 얘기해보자. 뭐가 속상했어?,반대실행형,잊으라고? 오히려 더 기억해둘게. 앞으로 조심할게,87,역설요청,기억포기
151,여자어,괜찮아 혼자 할게,혼자서 처리하겠다는 의지,도움과 관심을 바라는 마음 (도움요청),서운함,3,혼자 하지 말고 같이 해줘,적극참여형,혼자 하지 마 내가 도와줄게. 뭐부터 시작할까?,강제동참형,혼자 할 거면 나도 옆에서 혼자 할게. 같이 혼자 하자,부담덜기형,혼자 하기 힘든 일이잖아. 나랑 같이 하면 더 쉬울 텐데,관계강조형,혼자 하는 건 서운해. 우리 사이에 뭘 혼자 해?,89,도움거절,독립선언
152,여자어,상관없어,관심없다는 표현,실제로는 매우 신경쓰이는 상황 (관심위장),분노,3,상관있어 신경써줘,진심파악형,상관없다는 말투가 상관있어 보이는데? 솔직히 말해줘,관심표현형,너한테는 상관없어도 나한테는 상관있어. 어떻게 생각해?,반대추측형,상관없다고? 표정 보니까 엄청 상관있는 것 같은데 😏,지속질문형,상관없다고 하니까 더 궁금해져. 정말 괜찮은 거야?,85,감정위장,무관심표현
153,여자어,그냥,특별한 이유가 없다는 표현,말하기 어려운 이유가 있음 (이유회피),답답함,3,이유가 있는데 말하기 복잡해,끈질한추궁형,그냥이라는 건 없어. 천천히 말해봐 시간 많아,편안한분위기형,그냥이라고 하는 건 뭔가 있다는 뜻이지? 편하게 말해,추측접근형,그냥이라니까 더 궁금해. 혹시 내가 뭘 잘못했어?,인내심표현형,그냥이어도 괜찮아. 말하고 싶을 때까지 기다릴게,82,소통회피,이유생략
154,여자어,그냥 그런 거야,특별한 의미 없다고 표현,복잡한 감정을 간단히 표현한 것 (감정압축),혼란,4,복잡한 감정이 있는데 설명하기 어려워,감정탐색형,그런 거라고? 뭔가 복잡한 감정이 있는 것 같은데,시간주기형,그런 거면 그런 거고 정리되면 얘기해줘,공감접근형,그런 게 있지. 나도 가끔 설명 못할 감정 있어,구체적질문형,그런 거 중에 제일 큰 게 뭐야? 하나만 말해봐,79,감정복잡,감정정리
155,여자어,어차피 넌 안 들어줄 거잖아,체념하며 불평하는 표현,들어달라는 강한 요청 (관심요구),서운함,4,제발 내 말 들어줘,즉시반박형,무슨 소리야 네 말은 항상 들어줘. 뭔데 말해봐,진심표현형,안 들어준다고? 네 말이 제일 중요한데. 말해줘,과거반성형,그동안 안 들어준 것 같아서 미안해. 지금은 집중할게,적극청취형,어차피라니! 지금부터 끝까지 다 들어줄 테니까 말해,93,관심갈구,포기표현
156,여자어,어차피 나는 중요하지 않으니까,자신의 중요도를 낮게 평가,중요하다고 확인받고 싶음 (존재확인),불안,5,내가 중요하다고 말해줘,강력부정형,말도 안 돼! 너는 나한테 제일 중요한 사람이야,구체적증명형,중요하지 않다고? 너 때문에 내가 얼마나 행복한지 알아?,행동증명형,중요하지 않은 사람한테 이렇게 시간 쓰겠어? 말도 안 돼,미래약속형,중요하지 않다는 생각 버려. 앞으로 더 중요하게 생각할게,94,"자존감저하,존재불안",가치의심
157,여자어,생각해볼게,고려하겠다는 의미,부드러운 거절 또는 시간 끌기 (회피전략),망설임,3,사실 별로 내키지 않지만 직접 거절하기 어려워,압박완화형,천천히 생각해도 돼. 부담 갖지 말고,대안제시형,다른 방법도 있으니까 편한 대로 해,솔직유도형,솔직하게 말해도 괜찮아. 무리하지 마,이해표현형,고민되는 게 있으면 얘기해줘,84,거절암시,시간지연
158,여자어,다음에 할게,나중으로 미루겠다는 표현,지금은 하고 싶지 않다는 거절 (시간회피),부담,3,지금은 정말 하기 싫어,이해수용형,알겠어 네가 하고 싶을 때 하자,부담해소형,괜찮아 급한 게 아니니까 천천히,관심지속형,다음에 꼭 하자. 잊지 않을게,배려표현형,지금 바쁘구나. 시간 날 때 편하게,86,회피패턴,미루기
159,여자어,별로 안 중요해,중요하지 않다고 표현,실제로는 매우 중요하지만 실망하기 싫어함 (기대절하),불안,4,정말 중요한데 너무 기대하면 상처받을까봐 미리 방어하고 있어,진심파악형,중요하지 않은 것 같지 않은데? 솔직히 말해줘,중요성인정형,나한테는 중요해. 네가 신경쓰는 일이니까,지지표현형,중요한 일이면 같이 생각해보자,안전감제공형,중요하다고 말해도 괜찮아. 나는 이해해,88,방어기제,중요도축소
160,여자어,나랑 친구 중에 누가 더 예뻐?,외모 비교 질문,자신감 확인과 애정 테스트 (충성도확인),불안,4,나를 선,,,,,,,,,,,
161,여자어,오빠 일어났어?,상대방의 상태를 확인하는 질문,"아침부터 연락이 없었고 여자가 먼저 톡을 시작했다. 남자는 이미 일어나 밥까지 먹었는데 먼저 연락하지 않아 서운함이 생겼다(관심기대, 연락공백)",서운함,4,아침에 먼저 안부 좀 보내줘,관심표현형,"미안해, 아침에 부모님과 식사하느라 연락이 늦었네.",행동개선형,"앗, 걱정시켜 미안해, 내일부터 기상하면 바로 모닝톡할게, ",위로공감형,"아침에 연락 없어서 서운했겠다, 가족들과 식사하느라 조금 늦었어 다음엔 일어나자 마자 자기한테 연락해야지",,,90,,
162,여자어,오빠 일어났어?,상대방의 기상 여부를 묻는 질문,아침부터 연락이 없어서 서운함과 먼저 안부를 전하고 싶은 마음 (관심갈구),서운함,4,아침에 먼저 안부 좀 보내줘,관심표현형,미안해 아침에 네 생각 못했네. 지금부터는 먼저 안부 보낼게 ☀️,행동개선형,내일부터 기상하면 바로 톡할게. 아침 루틴에 너 먼저 넣을게,위로·공감형,아침에 연락 없어서 서운했겠다. 오늘 하루는 내가 먼저 챙길게,재치있는 응답형,아침밥보다 네가 먼저였지 😅 내일은 모닝톡 예약!,90,"관심기대,연락공백",아침안부
163,여자어,응 아까 일어났어 말 없어서,상대방이 늦은 응답에 대한 지적,먼저 연락하지 않은 것에 대한 서운함 (관심요구),서운함,4,아침에 먼저 연락해줘,즉시사과형,미안해 바쁘다고 인사도 안했네. 앞으로 주의할게,관심표현형,아침에 일어나자마자 네 생각했는데 말을 못했어. 미안해,행동약속형,내일부터 기상 알람과 함께 너한테 인사부터 할게,재치있는 응답형,말 없어서 서운했구나 😅 앞으로 아침 인사 필수!,88,"연락공백,예의부족",늦은응답
164,여자어,왜?,단순한 이유 질문,서운한 감정의 이유를 알아달라는 요구 (감정확인),답답함,3,내가 왜 서운한지 알아줘,감정탐색형,왜냐고? 아침에 연락 없어서 서운했던 거 아니야?,공감접근형,아 혹시 아침 인사 못해서 기분 안 좋았어?,직관적대응형,내가 뭘 잘못했는지 알겠어. 아침에 먼저 안부 못해서지?,솔직대화형,왜냐고 하니까 더 궁금해져. 솔직히 말해줄래?,85,"이유탐색,감정확인",단답질문
165,여자어,잘 잤어?,상대방의 수면 상태를 묻는 질문,관심 표현과 아침 대화 시작 욕구 (관심표현),애정,2,나에게 관심 가져줘,따뜻한답변형,응 잘 잤어! 너는 어땠어? 꿈 꾸었어?,관심보답형,잘 잤어 걱정해줘서 고마워. 너도 푹 잤지?,건강관심형,잘 잤어 덕분에 기분 좋은 아침이야,애정표현형,이렇게 챙겨주니까 더 사랑스러워,82,없음,수면확인
166,여자어,어제 늦게 잤어,전날 늦잠에 대한 언급,피곤함과 배려 요청 (배려요구),피곤함,3,오늘 피곤하니까 배려해줘,공감접근형,늦게 잤구나 오늘 피곤하겠다,위로표현형,무슨 일로 늦게 잤어? 괜찮아?,관심표현형,피곤하면 무리하지 말고 쉬어,직접행동형,그럼 오늘은 일찍 끝내고 일찍 자자,87,"수면부족,피로",컨디션고지
167,여자어,바쁘네,상대방의 바쁜 상황을 지적,나에게 시간을 내달라는 간접적 요청 (시간요구),아쉬움,3,나한테 시간 좀 내줘,우선순위표현형,바빠도 너한테는 시간 있어,시간확보형,바쁜 건 핑계야 네가 더 중요해,관심표현형,바쁜 중에도 연락해줘서 고마워,재치있는 응답형,바쁘다고? 너한테 바쁠 시간이 어딨어 😄,86,"시간배려,우선순위",바쁨지적
168,여자어,뭐해?,현재 상황을 묻는 질문,관심과 대화 욕구 (대화시작),호감,2,나랑 대화하고 싶어,직접답변형,지금 네 생각하는 중이야 😊,관심표현형,별거 안 해 네가 연락와서 기뻐,대화유도형,너는 뭐해? 같이 뭔가 할까?,애정표현형,네 목소리 듣고 싶어서 기다리고 있었어,84,없음,일상대화
169,여자어,심심해,지루함을 표현,관심과 함께 시간 보내고 싶음 (동반요구),외로움,3,나랑 같이 시간 보내줘,즉시제안형,심심하다고? 나랑 같이 놀자! 뭐 할까?,관심표현형,심심할 때는 나한테 연락해 언제든지,동반의지형,심심하지 말고 같이 있자,재치있는 응답형,심심하다니! 내가 재미있게 해줄게 😄,88,"외로움,관심요구",심심함
170,여자어,아 그래?,단순한 응답,별로 관심 없거나 서운함의 표현 (무관심),서운함,3,내 얘기에 더 관심 가져줘,관심집중형,그래? 좀 더 자세히 얘기해줄래?,공감접근형,시큰둥하게 들리는데 무슨 일 있어?,진심표현형,내가 뭔가 잘못했나? 기분이 안 좋아 보여,반응개선형,아 그래가 아니라 더 관심있게 들어줄래?,85,"무관심표현,대화소극",단순응답
171,여자어,오케이,간단한 동의 표현,별로 내키지 않지만 수용하는 상태 (소극적동의),무관심,2,사실 별로 내키지 않아,진심확인형,오케이라고 하는데 진짜 괜찮은 거야?,관심표현형,내키지 않는 것 같은데 솔직히 말해줘,배려표현형,억지로 하지 말고 하고 싶을 때 하자,대안제시형,다른 거 하고 싶은 거 있으면 말해줘,82,"소극적동의,억지수용",간단동의
172,여자어,뭔가 이상해,막연한 불편함 표현,구체적인 문제를 짚어달라는 요청 (문제인식),불안,4,뭔가 이상한 걸 알아줘,진심파악형,뭔가 이상하다고? 어떤 점이 그래?,관심표현형,내가 뭘 잘못했나? 말해줘,공감접근형,나도 뭔가 어색한 기분이 들어,해결의지형,이상한 게 뭔지 찾아서 해결하자,89,"직감,불편함",막연한불안
173,여자어,그런 것 같아,애매한 동의 표현,확신이 없지만 동조하는 상태 (애매한동의),혼란,3,확실하지 않아,확신주기형,그런 것 같다고? 확실하게 말해도 돼,공감접근형,확신이 안 서는 것 같네. 천천히 생각해봐,안전감제공형,확실하지 않아도 괜찮아 같이 정하자,솔직유도형,솔직한 생각을 말해줘도 돼,83,"애매한동의,확신부족",모호한답변
174,여자어,몰랐어,모름을 표현,알려달라거나 미안함의 표현 (정보요구),당황함,3,몰랐으니까 알려줘,정보제공형,몰랐구나. 내가 자세히 설명해줄게,이해표현형,몰랐으면 어쩔 수 없지. 이제 알았으니까,격려표현형,몰랐어도 괜찮아. 이제 알면 돼,관심표현형,다음부터는 미리 얘기해줄게,80,"정보부족,당황",모름인정
175,여자어,그냥 물어본 거야,단순 호기심 표현,사실은 중요한 의미가 있는 질문 (중요성숨김),관심,3,사실 중요한 질문이야,진심파악형,그냥 물어본 게 아니라 뭔가 의미 있는 질문이지?,관심집중형,그냥이라고? 네가 궁금해하는 건 다 중요해,솔직유도형,그냥이 아니라 진짜 궁금한 거잖아,재치있는 응답형,그냥 물어본 게 제일 무서워 😅 솔직히 말해줘,87,"중요성숨김,호기심",단순질문
176,여자어,신경써줘서 고마워,감사 표현,더 많은 관심을 바라는 마음 (관심증대요구),기쁨,3,앞으로도 계속 신경써줘,지속약속형,고맙다니! 앞으로 더 신경써줄게,관심확대형,이런 관심이 더 필요해. 계속해줘,애정표현형,네가 고마워하면 더 해주고 싶어져,재치있는 응답형,고맙다고? 이건 시작도 아니야 😊,85,"감사표현,관심유지",고마움표현